id,parentId,sku,title,brand,category,subcategory,shortDescription,bulletPoints,description,materials,dimensions,weight,image,imageGallery,variantType,variantValue,kindnessScore,kindnessScoreNotes,ecoTags,searchKeywords,relatedIds,featured,inStock,price,currency,priceBasis,unit,packSize,moq,quality,productFamily,scoreVerified
psp-011,parent-hangers-003,PSP-011,"Hangers — 100% Cotton Recycled Paper, GRS certified, 3mm thickness (Style 1)",KindNesta,hangers,GRS Hangers,"Made from 100% Cotton Recycled Paper, GRS certified, 3mm thickness",GRS certified recycled content|Contains recycled content|Recycled cotton feedstock|Supplied in 3000 Pcs,"Made from 100% Cotton Recycled Paper, GRS certified, 3mm thickness. Part of the KindNesta hangers range. Kindness Score notes (provisional): GRS certified recycled content; Recycled feedstock.","Made from 100% Cotton Recycled Paper, GRS certified, 3mm thickness",,,/images/products/psp/psp-011.png,/images/products/psp/psp-011.png,Style,Style 1,75,GRS certified recycled content; Recycled feedstock,grs-certified|recycled|cotton-recycled,grs-certified|recycled|cotton-recycled|hangers|hangers|grs hangers,psp-012|psp-013|psp-014,FALSE,TRUE,0.14,EUR,ex-works,piece,3000 Pcs,3000,"Made from 100% Cotton Recycled Paper, GRS certified, 3mm thickness",Hangers,FALSE
psp-012,parent-hangers-003,PSP-012,"Hangers — 100% Cotton Recycled Paper, GRS certified, 3mm thickness (Style 2)",KindNesta,hangers,GRS Hangers,"Made from 100% Cotton Recycled Paper, GRS certified, 3mm thickness",GRS certified recycled content|Contains recycled content|Recycled cotton feedstock|Supplied in 3000 Pcs,"Made from 100% Cotton Recycled Paper, GRS certified, 3mm thickness. Part of the KindNesta hangers range. Kindness Score notes (provisional): GRS certified recycled content; Recycled feedstock.","Made from 100% Cotton Recycled Paper, GRS certified, 3mm thickness",,,/images/products/psp/psp-012.png,/images/products/psp/psp-012.png,Style,Style 2,75,GRS certified recycled content; Recycled feedstock,grs-certified|recycled|cotton-recycled,grs-certified|recycled|cotton-recycled|hangers|hangers|grs hangers,psp-011|psp-013|psp-014,FALSE,TRUE,0.18,EUR,ex-works,piece,3000 Pcs,3000,"Made from 100% Cotton Recycled Paper, GRS certified, 3mm thickness",Hangers,FALSE
psp-013,parent-hangers-004,PSP-013,"Hangers — FSC Recycled Kraft paper Hanger, FSCcertified, 3mm thickness",KindNesta,hangers,FSC Hangers,"FSC Recycled Kraft paper Hanger, FSCcertified, 3mm thickness",Fsc Certified|FSC certified paper/board|Contains recycled content|Supplied in 3000 Pcs,"FSC Recycled Kraft paper Hanger, FSCcertified, 3mm thickness. Part of the KindNesta hangers range. Kindness Score notes (provisional): FSC certified paper/board; Recycled feedstock.","FSC Recycled Kraft paper Hanger, FSCcertified, 3mm thickness",,,/images/products/psp/psp-013.png,/images/products/psp/psp-013.png,,,72,FSC certified paper/board; Recycled feedstock,fsc-certified|recycled,fsc-certified|recycled|hangers|hangers|fsc hangers,psp-011|psp-012|psp-014,FALSE,TRUE,0.16,EUR,ex-works,piece,3000 Pcs,3000,"FSC Recycled Kraft paper Hanger, FSCcertified, 3mm thickness",Hangers,FALSE
psp-014,parent-hangers-005,PSP-014,"Hangers — FSC Mixed paper Hanger, FSC certified, 3mm thickness",KindNesta,hangers,FSC Hangers,"FSC Mixed paper Hanger, FSC certified, 3mm thickness",Fsc Certified|FSC certified paper/board|Supplied in 3000 Pcs,"FSC Mixed paper Hanger, FSC certified, 3mm thickness. Part of the KindNesta hangers range. Kindness Score notes (provisional): FSC certified paper/board.","FSC Mixed paper Hanger, FSC certified, 3mm thickness",,,/images/products/psp/psp-014.png,/images/products/psp/psp-014.png,,,67,FSC certified paper/board,fsc-certified,fsc-certified|hangers|hangers|fsc hangers,psp-011|psp-012|psp-013,FALSE,TRUE,0.175,EUR,ex-works,piece,3000 Pcs,3000,"FSC Mixed paper Hanger, FSC certified, 3mm thickness",Hangers,FALSE
psp-015,parent-packaging-boxes-006,PSP-015,"Packaging Boxes — 100% Cotton Recycled Paper , GRS Certified (Style 1)",KindNesta,packaging,GRS Packaging Boxes,"100% Cotton Recycled Paper , GRS Certified",GRS certified recycled content|Contains recycled content|Recycled cotton feedstock|Supplied in 1000 Pcs,"100% Cotton Recycled Paper , GRS Certified. Part of the KindNesta packaging boxes range. Kindness Score notes (provisional): GRS certified recycled content; Recycled feedstock.","100% Cotton Recycled Paper , GRS Certified",,,/images/products/psp/psp-015.png,/images/products/psp/psp-015.png,Style,Style 1,75,GRS certified recycled content; Recycled feedstock,grs-certified|recycled|cotton-recycled,grs-certified|recycled|cotton-recycled|packaging boxes|packaging|grs packaging boxes,psp-016|psp-017|psp-018|psp-019,TRUE,TRUE,0.432,EUR,ex-works,piece,1000 Pcs,1000,"100% Cotton Recycled Paper , GRS Certified",Packaging Boxes,FALSE
psp-016,parent-packaging-boxes-006,PSP-016,"Packaging Boxes — 100% Cotton Recycled Paper , GRS Certified (Style 2)",KindNesta,packaging,GRS Packaging Boxes,"100% Cotton Recycled Paper , GRS Certified",GRS certified recycled content|Contains recycled content|Recycled cotton feedstock|Supplied in 1000 Pcs,"100% Cotton Recycled Paper , GRS Certified. Part of the KindNesta packaging boxes range. Kindness Score notes (provisional): GRS certified recycled content; Recycled feedstock.","100% Cotton Recycled Paper , GRS Certified",,,/images/products/psp/psp-016.png,/images/products/psp/psp-016.png,Style,Style 2,75,GRS certified recycled content; Recycled feedstock,grs-certified|recycled|cotton-recycled,grs-certified|recycled|cotton-recycled|packaging boxes|packaging|grs packaging boxes,psp-015|psp-017|psp-018|psp-019,FALSE,TRUE,0.284,EUR,ex-works,piece,1000 Pcs,1000,"100% Cotton Recycled Paper , GRS Certified",Packaging Boxes,FALSE
psp-017,parent-packaging-boxes-007,PSP-017,"Packaging Boxes — FSC Mixed paper Box, FSC certified (Style 1)",KindNesta,packaging,FSC Packaging Boxes,"FSC Mixed paper Box, FSC certified",Fsc Certified|FSC certified paper/board|Supplied in 1000 Pcs,"FSC Mixed paper Box, FSC certified. Part of the KindNesta packaging boxes range. Kindness Score notes (provisional): FSC certified paper/board.","FSC Mixed paper Box, FSC certified",,,/images/products/psp/psp-017.png,/images/products/psp/psp-017.png,Style,Style 1,67,FSC certified paper/board,fsc-certified,fsc-certified|packaging boxes|packaging|fsc packaging boxes,psp-015|psp-016|psp-018|psp-019,FALSE,TRUE,0.329,EUR,ex-works,piece,1000 Pcs,1000,"FSC Mixed paper Box, FSC certified",Packaging Boxes,FALSE
psp-018,parent-packaging-boxes-007,PSP-018,"Packaging Boxes — FSC Mixed paper Box, FSC certified (Style 2)",KindNesta,packaging,FSC Packaging Boxes,"FSC Mixed paper Box, FSC certified",Fsc Certified|FSC certified paper/board|Supplied in 1000 Pcs,"FSC Mixed paper Box, FSC certified. Part of the KindNesta packaging boxes range. Kindness Score notes (provisional): FSC certified paper/board.","FSC Mixed paper Box, FSC certified",,,/images/products/psp/psp-018.png,/images/products/psp/psp-018.png,Style,Style 2,67,FSC certified paper/board,fsc-certified,fsc-certified|packaging boxes|packaging|fsc packaging boxes,psp-015|psp-016|psp-017|psp-019,FALSE,TRUE,0.5,EUR,ex-works,piece,1000 Pcs,1000,"FSC Mixed paper Box, FSC certified",Packaging Boxes,FALSE
psp-019,parent-packaging-boxes-007,PSP-019,"Packaging Boxes — FSC Mixed paper Box, FSC certified (Style 3)",KindNesta,packaging,FSC Packaging Boxes,"FSC Mixed paper Box, FSC certified",Fsc Certified|FSC certified paper/board|Supplied in 1000 Pcs,"FSC Mixed paper Box, FSC certified. Part of the KindNesta packaging boxes range. Kindness Score notes (provisional): FSC certified paper/board.","FSC Mixed paper Box, FSC certified",,,/images/products/psp/psp-019.png,/images/products/psp/psp-019.png,Style,Style 3,67,FSC certified paper/board,fsc-certified,fsc-certified|packaging boxes|packaging|fsc packaging boxes,psp-015|psp-016|psp-017|psp-018,FALSE,TRUE,0.279,EUR,ex-works,piece,1000 Pcs,1000,"FSC Mixed paper Box, FSC certified",Packaging Boxes,FALSE
psp-020,parent-packaging-boxes-007,PSP-020,"Packaging Boxes — FSC Mixed paper Box, FSC certified (Style 4)",KindNesta,packaging,FSC Packaging Boxes,"FSC Mixed paper Box, FSC certified",Fsc Certified|FSC certified paper/board|Supplied in 1000 Pcs,"FSC Mixed paper Box, FSC certified. Part of the KindNesta packaging boxes range. Kindness Score notes (provisional): FSC certified paper/board.","FSC Mixed paper Box, FSC certified",,,/images/products/psp/psp-020.png,/images/products/psp/psp-020.png,Style,Style 4,67,FSC certified paper/board,fsc-certified,fsc-certified|packaging boxes|packaging|fsc packaging boxes,psp-015|psp-016|psp-017|psp-018,FALSE,TRUE,0.271,EUR,ex-works,piece,1000 Pcs,1000,"FSC Mixed paper Box, FSC certified",Packaging Boxes,FALSE
psp-021,parent-corrugated-packaging-boxes-008,PSP-021,"Corrugated Packaging Boxes — FSC Mixed paper Box, FSC certified (Style 1)",KindNesta,packaging,FSC Corrugated Packaging Boxes,"FSC Mixed paper Box, FSC certified",Fsc Certified|FSC certified paper/board|Supplied in 1000 Pcs,"FSC Mixed paper Box, FSC certified. Part of the KindNesta corrugated packaging boxes range. Kindness Score notes (provisional): FSC certified paper/board.","FSC Mixed paper Box, FSC certified",,,/images/products/psp/psp-021.png,/images/products/psp/psp-021.png,Style,Style 1,67,FSC certified paper/board,fsc-certified,fsc-certified|corrugated packaging boxes|packaging|fsc corrugated packaging boxes,psp-015|psp-016|psp-017|psp-018,FALSE,TRUE,0.734,EUR,ex-works,piece,1000 Pcs,1000,"FSC Mixed paper Box, FSC certified",Corrugated Packaging Boxes,FALSE
psp-022,parent-corrugated-packaging-boxes-008,PSP-022,"Corrugated Packaging Boxes — FSC Mixed paper Box, FSC certified (Style 2)",KindNesta,packaging,FSC Corrugated Packaging Boxes,"FSC Mixed paper Box, FSC certified",Fsc Certified|FSC certified paper/board|Supplied in 1000 Pcs,"FSC Mixed paper Box, FSC certified. Part of the KindNesta corrugated packaging boxes range. Kindness Score notes (provisional): FSC certified paper/board.","FSC Mixed paper Box, FSC certified",,,/images/products/psp/psp-022.png,/images/products/psp/psp-022.png,Style,Style 2,67,FSC certified paper/board,fsc-certified,fsc-certified|corrugated packaging boxes|packaging|fsc corrugated packaging boxes,psp-015|psp-016|psp-017|psp-018,FALSE,TRUE,0.398,EUR,ex-works,piece,1000 Pcs,1000,"FSC Mixed paper Box, FSC certified",Corrugated Packaging Boxes,FALSE
psp-023,parent-corrugated-packaging-boxes-008,PSP-023,"Corrugated Packaging Boxes — FSC Mixed paper Box, FSC certified (Style 3)",KindNesta,packaging,FSC Corrugated Packaging Boxes,"FSC Mixed paper Box, FSC certified",Fsc Certified|FSC certified paper/board|Supplied in 1000 Pcs,"FSC Mixed paper Box, FSC certified. Part of the KindNesta corrugated packaging boxes range. Kindness Score notes (provisional): FSC certified paper/board.","FSC Mixed paper Box, FSC certified",,,/images/products/psp/psp-023.png,/images/products/psp/psp-023.png,Style,Style 3,67,FSC certified paper/board,fsc-certified,fsc-certified|corrugated packaging boxes|packaging|fsc corrugated packaging boxes,psp-015|psp-016|psp-017|psp-018,FALSE,TRUE,1.761,EUR,ex-works,piece,1000 Pcs,1000,"FSC Mixed paper Box, FSC certified",Corrugated Packaging Boxes,FALSE
psp-024,parent-corrugated-packaging-boxes-008,PSP-024,"Corrugated Packaging Boxes — FSC Mixed paper Box, FSC certified (Style 4)",KindNesta,packaging,FSC Corrugated Packaging Boxes,"FSC Mixed paper Box, FSC certified",Fsc Certified|FSC certified paper/board|Supplied in 1000 Pcs,"FSC Mixed paper Box, FSC certified. Part of the KindNesta corrugated packaging boxes range. Kindness Score notes (provisional): FSC certified paper/board.","FSC Mixed paper Box, FSC certified",,,/images/products/psp/psp-024.png,/images/products/psp/psp-024.png,Style,Style 4,67,FSC certified paper/board,fsc-certified,fsc-certified|corrugated packaging boxes|packaging|fsc corrugated packaging boxes,psp-015|psp-016|psp-017|psp-018,FALSE,TRUE,0.364,EUR,ex-works,piece,1000 Pcs,1000,"FSC Mixed paper Box, FSC certified",Corrugated Packaging Boxes,FALSE
psp-025,parent-envelope-covers-009,PSP-025,"Envelope Covers — FSC Mixed paper Box, FSC certified",KindNesta,packaging,FSC Envelope Covers,"FSC Mixed paper Box, FSC certified",Fsc Certified|FSC certified paper/board|Supplied in 1000 Pcs,"FSC Mixed paper Box, FSC certified. Part of the KindNesta envelope covers range. Kindness Score notes (provisional): FSC certified paper/board.","FSC Mixed paper Box, FSC certified",,,/images/products/psp/psp-025.png,/images/products/psp/psp-025.png,,,67,FSC certified paper/board,fsc-certified,fsc-certified|envelope covers|packaging|fsc envelope covers,psp-015|psp-016|psp-017|psp-018,FALSE,TRUE,0.17,EUR,ex-works,piece,1000 Pcs,1000,"FSC Mixed paper Box, FSC certified",Envelope Covers,FALSE
psp-026,parent-shopping-bags-010,PSP-026,"Shopping Bags — Cotton Recycled Board, GRS Certified (Style 1)",KindNesta,bags,GRS Shopping Bags,"Made from Cotton Recycled Board, GRS Certified",GRS certified recycled content|Contains recycled content|Recycled cotton feedstock|Supplied in 1000 Pcs,"Made from Cotton Recycled Board, GRS Certified. Part of the KindNesta shopping bags range. Kindness Score notes (provisional): GRS certified recycled content; Recycled feedstock.","Made from Cotton Recycled Board, GRS Certified",,,/images/products/psp/psp-026.png,/images/products/psp/psp-026.png,Style,Style 1,75,GRS certified recycled content; Recycled feedstock,grs-certified|recycled|cotton-recycled,grs-certified|recycled|cotton-recycled|shopping bags|bags|grs shopping bags,psp-027|psp-028|psp-029,FALSE,TRUE,0.714,EUR,ex-works,piece,1000 Pcs,1000,"Made from Cotton Recycled Board, GRS Certified",Shopping Bags,FALSE
psp-027,parent-shopping-bags-010,PSP-027,"Shopping Bags — Cotton Recycled Board, GRS Certified (Style 2)",KindNesta,bags,GRS Shopping Bags,"Made from Cotton Recycled Board, GRS Certified",GRS certified recycled content|Contains recycled content|Recycled cotton feedstock|Supplied in 1000 Pcs,"Made from Cotton Recycled Board, GRS Certified. Part of the KindNesta shopping bags range. Kindness Score notes (provisional): GRS certified recycled content; Recycled feedstock.","Made from Cotton Recycled Board, GRS Certified",,,/images/products/psp/psp-027.png,/images/products/psp/psp-027.png,Style,Style 2,75,GRS certified recycled content; Recycled feedstock,grs-certified|recycled|cotton-recycled,grs-certified|recycled|cotton-recycled|shopping bags|bags|grs shopping bags,psp-026|psp-028|psp-029,TRUE,TRUE,0.42,EUR,ex-works,piece,1000 Pcs,1000,"Made from Cotton Recycled Board, GRS Certified",Shopping Bags,FALSE
psp-028,parent-shopping-bags-011,PSP-028,"Shopping Bags — FSC Recycled Paper,FSC Certified (Style 1)",KindNesta,bags,FSC Shopping Bags,"Made from FSC Recycled Paper,FSC Certified",Fsc Certified|FSC certified paper/board|Contains recycled content|Supplied in 1000 Pcs,"Made from FSC Recycled Paper,FSC Certified. Part of the KindNesta shopping bags range. Kindness Score notes (provisional): FSC certified paper/board; Recycled feedstock.","Made from FSC Recycled Paper,FSC Certified",,,/images/products/psp/psp-028.png,/images/products/psp/psp-028.png,Style,Style 1,72,FSC certified paper/board; Recycled feedstock,fsc-certified|recycled,fsc-certified|recycled|shopping bags|bags|fsc shopping bags,psp-026|psp-027|psp-029,FALSE,TRUE,1.42,EUR,ex-works,piece,1000 Pcs,1000,"Made from FSC Recycled Paper,FSC Certified",Shopping Bags,FALSE
psp-029,parent-shopping-bags-011,PSP-029,"Shopping Bags — FSC Recycled Paper,FSC Certified (Style 2)",KindNesta,bags,FSC Shopping Bags,"Made from FSC Recycled Paper,FSC Certified",Fsc Certified|FSC certified paper/board|Contains recycled content|Supplied in 1000 Pcs,"Made from FSC Recycled Paper,FSC Certified. Part of the KindNesta shopping bags range. Kindness Score notes (provisional): FSC certified paper/board; Recycled feedstock.","Made from FSC Recycled Paper,FSC Certified",,,/images/products/psp/psp-029.png,/images/products/psp/psp-029.png,Style,Style 2,72,FSC certified paper/board; Recycled feedstock,fsc-certified|recycled,fsc-certified|recycled|shopping bags|bags|fsc shopping bags,psp-026|psp-027|psp-028,FALSE,TRUE,1.015,EUR,ex-works,piece,1000 Pcs,1000,"Made from FSC Recycled Paper,FSC Certified",Shopping Bags,FALSE
psp-030,parent-shirt-packaging-012,PSP-030,"Shirt Packaging — Cotton Recycled Board, GRS Certified (Style 1)",KindNesta,packaging,GRS Shirt Packaging,"Made from Cotton Recycled Board, GRS Certified",GRS certified recycled content|Contains recycled content|Recycled cotton feedstock|Supplied in 1000 Pcs,"Made from Cotton Recycled Board, GRS Certified. Part of the KindNesta shirt packaging range. Kindness Score notes (provisional): GRS certified recycled content; Recycled feedstock.","Made from Cotton Recycled Board, GRS Certified",,,/images/products/psp/psp-030.png,/images/products/psp/psp-030.png,Style,Style 1,75,GRS certified recycled content; Recycled feedstock,grs-certified|recycled|cotton-recycled,grs-certified|recycled|cotton-recycled|shirt packaging|packaging|grs shirt packaging,psp-015|psp-016|psp-017|psp-018,FALSE,TRUE,0.09,EUR,ex-works,piece,1000 Pcs,1000,"Made from Cotton Recycled Board, GRS Certified",Shirt Packaging,FALSE
psp-031,parent-shirt-packaging-012,PSP-031,"Shirt Packaging — Cotton Recycled Board, GRS Certified (Style 2)",KindNesta,packaging,GRS Shirt Packaging,"Made from Cotton Recycled Board, GRS Certified",GRS certified recycled content|Contains recycled content|Recycled cotton feedstock|Supplied in 1000 Pcs,"Made from Cotton Recycled Board, GRS Certified. Part of the KindNesta shirt packaging range. Kindness Score notes (provisional): GRS certified recycled content; Recycled feedstock.","Made from Cotton Recycled Board, GRS Certified",,,/images/products/psp/psp-031.png,/images/products/psp/psp-031.png,Style,Style 2,75,GRS certified recycled content; Recycled feedstock,grs-certified|recycled|cotton-recycled,grs-certified|recycled|cotton-recycled|shirt packaging|packaging|grs shirt packaging,psp-015|psp-016|psp-017|psp-018,FALSE,TRUE,0.03,EUR,ex-works,piece,1000 Pcs,1000,"Made from Cotton Recycled Board, GRS Certified",Shirt Packaging,FALSE
